,technology,location,value_scenario_,value_scenario_DemandMet,value_scenario_FastDiffusion,value_scenario_Recycling,value_scenario_SelfSuff40,value_scenario_Tariffs
1412,Refrigerant_transport,JPN-CHN,0.0,0.0,0.0,0.0,0.0,0.0
1413,Refrigerant_transport,JPN-CZE,0.0,0.0,0.0,0.0,0.0,0.0
1414,Refrigerant_transport,JPN-DEU,0.0,0.0,0.0,0.0,0.0,0.0
1415,Refrigerant_transport,JPN-ITA,0.0,0.0,0.0,0.0,0.0,0.0
1416,Refrigerant_transport,JPN-KOR,0.0,0.0,0.0,0.0,0.0,0.0
1417,Refrigerant_transport,JPN-ROE,0.0,0.0,0.0,0.0,0.0,0.0
1418,Refrigerant_transport,JPN-ROW,0.0,0.0,0.0,0.0,0.0,0.0
1419,Refrigerant_transport,JPN-USA,0.0,0.0,0.0,0.0,0.0,0.0
1420,Refrigerant_transport,KOR-AUS,0.0,0.0,0.0,0.0,0.0,0.0
1421,Refrigerant_transport,KOR-AUT,0.0,0.0,0.0,0.0,0.0,0.0
1422,Refrigerant_transport,KOR-BRA,0.0,0.0,0.0,0.0,0.0,0.0
1423,Refrigerant_transport,KOR-CHN,0.0,0.0,0.0,0.0,0.0,0.0
1424,Refrigerant_transport,KOR-CZE,0.0,0.0,0.0,0.0,0.0,0.0
1425,Refrigerant_transport,KOR-DEU,0.0,0.0,0.0,0.0,0.0,0.0
1426,Refrigerant_transport,KOR-ITA,0.0,0.0,0.0,0.0,0.0,0.0
1427,Refrigerant_transport,KOR-JPN,0.0,0.0,0.0,0.0,0.0,0.0
1428,Refrigerant_transport,KOR-ROE,0.0,0.0,0.0,0.0,0.0,0.0
1429,Refrigerant_transport,KOR-ROW,0.0,0.0,0.0,0.0,0.0,0.0
1430,Refrigerant_transport,KOR-USA,0.0,0.0,0.0,0.0,0.0,0.0
1431,Refrigerant_transport,ROE-AUS,0.0,0.0,0.0,0.0,0.0,0.0
1432,Refrigerant_transport,ROE-AUT,0.0,0.0,0.0,0.0,0.0,0.0
1433,Refrigerant_transport,ROE-BRA,0.0,0.0,0.0,0.0,0.0,0.0
1434,Refrigerant_transport,ROE-CHN,0.0,0.0,0.0,0.0,0.0,0.0
1435,Refrigerant_transport,ROE-CZE,0.0,0.0,0.0,0.0,0.0,0.0
1436,Refrigerant_transport,ROE-DEU,0.0,0.0,0.0,0.0,0.0,0.0
1437,Refrigerant_transport,ROE-ITA,0.0,0.0,0.0,0.0,0.0,0.0
1438,Refrigerant_transport,ROE-JPN,0.0,0.0,0.0,0.0,0.0,0.0
1439,Refrigerant_transport,ROE-KOR,0.0,0.0,0.0,0.0,0.0,0.0
1440,Refrigerant_transport,ROE-ROW,0.0,0.0,0.0,0.0,0.0,0.0
1441,Refrigerant_transport,ROE-USA,0.0,0.0,0.0,0.0,0.0,0.0
1442,Refrigerant_transport,ROW-AUS,0.0,0.0,0.0,0.0,0.0,0.0
1443,Refrigerant_transport,ROW-AUT,0.0,0.0,0.0,0.0,0.0,0.0
1444,Refrigerant_transport,ROW-BRA,0.0,0.0,0.0,0.0,0.0,0.0
1445,Refrigerant_transport,ROW-CHN,0.0,0.0,0.0,0.0,0.0,0.0
1446,Refrigerant_transport,ROW-CZE,0.0,0.0,0.0,0.0,0.0,0.0
1447,Refrigerant_transport,ROW-DEU,0.0,0.0,0.0,0.0,0.0,0.0
1448,Refrigerant_transport,ROW-ITA,0.0,0.0,0.0,0.0,0.0,0.0
1449,Refrigerant_transport,ROW-JPN,0.0,0.0,0.0,0.0,0.0,0.0
1450,Refrigerant_transport,ROW-KOR,0.0,0.0,0.0,0.0,0.0,0.0
1451,Refrigerant_transport,ROW-ROE,0.0,0.0,0.0,0.0,0.0,0.0
1452,Refrigerant_transport,ROW-USA,0.0,0.0,0.0,0.0,0.0,0.0
1453,Refrigerant_transport,USA-AUS,0.0,0.0,0.0,0.0,0.0,0.0
1454,Refrigerant_transport,USA-AUT,0.0,0.0,0.0,0.0,0.0,0.0
1455,Refrigerant_transport,USA-BRA,0.0,0.0,0.0,0.0,0.0,0.0
1456,Refrigerant_transport,USA-CHN,0.0,0.0,0.0,0.0,0.0,0.0
1457,Refrigerant_transport,USA-CZE,0.0,0.0,0.0,0.0,0.0,0.0
1458,Refrigerant_transport,USA-DEU,0.0,0.0,0.0,0.0,0.0,0.0
1459,Refrigerant_transport,USA-ITA,0.0,0.0,0.0,0.0,0.0,0.0
1460,Refrigerant_transport,USA-JPN,0.0,0.0,0.0,0.0,0.0,0.0
1461,Refrigerant_transport,USA-KOR,0.0,0.0,0.0,0.0,0.0,0.0
1462,Refrigerant_transport,USA-ROE,0.0,0.0,0.0,0.0,0.0,0.0
1463,Refrigerant_transport,USA-ROW,0.0,0.0,0.0,0.0,0.0,0.0
1464,Steel_transport,AUS-AUT,0.0,0.0,0.0,0.0,0.0,0.0
1465,Steel_transport,AUS-BRA,0.0,0.0,0.0,0.0,0.0,0.0
1466,Steel_transport,AUS-CHN,0.0,0.0,0.0,0.0,0.0,0.0
1467,Steel_transport,AUS-CZE,0.0,0.0,0.0,0.0,0.0,0.0
1468,Steel_transport,AUS-DEU,0.0,0.0,0.0,0.0,0.0,0.0
1469,Steel_transport,AUS-ITA,0.0,0.0,0.0,0.0,0.0,0.0
1470,Steel_transport,AUS-JPN,0.0,0.0,0.0,0.0,0.0,0.0
1471,Steel_transport,AUS-KOR,0.0,0.0,0.0,0.0,0.0,0.0
1472,Steel_transport,AUS-ROE,0.0,0.0,0.0,0.0,0.0,0.0
1473,Steel_transport,AUS-ROW,0.0,0.0,0.0,0.0,0.0,0.0
1474,Steel_transport,AUS-USA,0.0,0.0,0.0,0.0,0.0,0.0
1475,Steel_transport,AUT-AUS,0.0,0.0,0.0,0.0,0.0,0.0
1476,Steel_transport,AUT-BRA,0.0,0.0,0.0,0.0,0.0,0.0
1477,Steel_transport,AUT-CHN,0.0,0.0,0.0,0.0,0.0,0.0
1478,Steel_transport,AUT-CZE,0.0,0.0,0.0,0.0,0.0,0.0
1479,Steel_transport,AUT-DEU,0.0,0.0,0.0,0.0,0.0,0.0
1480,Steel_transport,AUT-ITA,0.0,0.0,0.0,0.0,0.0,0.0
1481,Steel_transport,AUT-JPN,0.0,0.0,0.0,0.0,0.0,0.0
1482,Steel_transport,AUT-KOR,0.0,0.0,0.0,0.0,0.0,0.0
1483,Steel_transport,AUT-ROE,0.0,0.0,0.0,0.0,0.0,0.0
1484,Steel_transport,AUT-ROW,0.0,0.0,0.0,0.0,0.0,0.0
1485,Steel_transport,AUT-USA,0.0,0.0,0.0,0.0,0.0,0.0
1486,Steel_transport,BRA-AUS,0.0,0.0,0.0,0.0,0.0,0.0
1487,Steel_transport,BRA-AUT,0.0,0.0,0.0,0.0,0.0,0.0
1488,Steel_transport,BRA-CHN,0.0,0.0,0.0,0.0,0.0,0.0
1489,Steel_transport,BRA-CZE,0.0,0.0,0.0,0.0,0.0,0.0
1490,Steel_transport,BRA-DEU,0.0,0.0,0.0,0.0,0.0,0.0
1491,Steel_transport,BRA-ITA,0.0,0.0,0.0,0.0,0.0,0.0
1492,Steel_transport,BRA-JPN,0.0,0.0,0.0,0.0,0.0,0.0
1493,Steel_transport,BRA-KOR,0.0,0.0,0.0,0.0,0.0,0.0
1494,Steel_transport,BRA-ROE,0.0,0.0,0.0,0.0,0.0,0.0
1495,Steel_transport,BRA-ROW,0.0,0.0,0.0,0.0,0.0,0.0
1496,Steel_transport,BRA-USA,0.0,0.0,0.0,0.0,0.0,0.0
1497,Steel_transport,CHN-AUS,0.0,0.0,0.0,0.0,0.0,0.0
1498,Steel_transport,CHN-AUT,0.0,0.0,0.0,0.0,0.0,0.0
1499,Steel_transport,CHN-BRA,0.0,0.0,0.0,0.0,0.0,0.0
1500,Steel_transport,CHN-CZE,0.0,0.0,0.0,0.0,0.0,0.0
1501,Steel_transport,CHN-DEU,0.0,0.0,0.0,0.0,0.0,0.0
1502,Steel_transport,CHN-ITA,0.0,0.0,0.0,0.0,0.0,0.0
1503,Steel_transport,CHN-JPN,0.0,0.0,0.0,0.0,0.0,0.0
1504,Steel_transport,CHN-KOR,0.0,0.0,0.0,0.0,0.0,0.0
1505,Steel_transport,CHN-ROE,0.0,0.0,0.0,0.0,0.0,0.0
1506,Steel_transport,CHN-ROW,0.0,0.0,0.0,0.0,0.0,0.0
1507,Steel_transport,CHN-USA,0.0,0.0,0.0,0.0,0.0,0.0
1508,Steel_transport,CZE-AUS,0.0,0.0,0.0,0.0,0.0,0.0
1509,Steel_transport,CZE-AUT,0.0,0.0,0.0,0.0,0.0,0.0
1510,Steel_transport,CZE-BRA,0.0,0.0,0.0,0.0,0.0,0.0
1511,Steel_transport,CZE-CHN,0.0,0.0,0.0,0.0,0.0,0.0
1512,Steel_transport,CZE-DEU,0.0,0.0,0.0,0.0,0.0,0.0
1513,Steel_transport,CZE-ITA,0.0,0.0,0.0,0.0,0.0,0.0
1514,Steel_transport,CZE-JPN,0.0,0.0,0.0,0.0,0.0,0.0
1515,Steel_transport,CZE-KOR,0.0,0.0,0.0,0.0,0.0,0.0
1516,Steel_transport,CZE-ROE,0.0,0.0,0.0,0.0,0.0,0.0
1517,Steel_transport,CZE-ROW,0.0,0.0,0.0,0.0,0.0,0.0
1518,Steel_transport,CZE-USA,0.0,0.0,0.0,0.0,0.0,0.0
1519,Steel_transport,DEU-AUS,0.0,0.0,0.0,0.0,0.0,0.0
1520,Steel_transport,DEU-AUT,0.0,0.0,0.0,0.0,0.0,0.0
1521,Steel_transport,DEU-BRA,0.0,0.0,0.0,0.0,0.0,0.0
1522,Steel_transport,DEU-CHN,0.0,0.0,0.0,0.0,0.0,0.0
1523,Steel_transport,DEU-CZE,0.0,0.0,0.0,0.0,0.0,0.0
1524,Steel_transport,DEU-ITA,0.0,0.0,0.0,0.0,0.0,0.0
1525,Steel_transport,DEU-JPN,0.0,0.0,0.0,0.0,0.0,0.0
1526,Steel_transport,DEU-KOR,0.0,0.0,0.0,0.0,0.0,0.0
1527,Steel_transport,DEU-ROE,0.0,0.0,0.0,0.0,0.0,0.0
1528,Steel_transport,DEU-ROW,0.0,0.0,0.0,0.0,0.0,0.0
1529,Steel_transport,DEU-USA,0.0,0.0,0.0,0.0,0.0,0.0
1530,Steel_transport,ITA-AUS,0.0,0.0,0.0,0.0,0.0,0.0
1531,Steel_transport,ITA-AUT,0.0,0.0,0.0,0.0,0.0,0.0
1532,Steel_transport,ITA-BRA,0.0,0.0,0.0,0.0,0.0,0.0
1533,Steel_transport,ITA-CHN,0.0,0.0,0.0,0.0,0.0,0.0
1534,Steel_transport,ITA-CZE,0.0,0.0,0.0,0.0,0.0,0.0
1535,Steel_transport,ITA-DEU,0.0,0.0,0.0,0.0,0.0,0.0
1536,Steel_transport,ITA-JPN,0.0,0.0,0.0,0.0,0.0,0.0
1537,Steel_transport,ITA-KOR,0.0,0.0,0.0,0.0,0.0,0.0
1538,Steel_transport,ITA-ROE,0.0,0.0,0.0,0.0,0.0,0.0
1539,Steel_transport,ITA-ROW,0.0,0.0,0.0,0.0,0.0,0.0
1540,Steel_transport,ITA-USA,0.0,0.0,0.0,0.0,0.0,0.0
1541,Steel_transport,JPN-AUS,0.0,0.0,0.0,0.0,0.0,0.0
1542,Steel_transport,JPN-AUT,0.0,0.0,0.0,0.0,0.0,0.0
1543,Steel_transport,JPN-BRA,0.0,0.0,0.0,0.0,0.0,0.0
1544,Steel_transport,JPN-CHN,0.0,0.0,0.0,0.0,0.0,0.0
1545,Steel_transport,JPN-CZE,0.0,0.0,0.0,0.0,0.0,0.0
1546,Steel_transport,JPN-DEU,0.0,0.0,0.0,0.0,0.0,0.0
1547,Steel_transport,JPN-ITA,0.0,0.0,0.0,0.0,0.0,0.0
1548,Steel_transport,JPN-KOR,0.0,0.0,0.0,0.0,0.0,0.0
1549,Steel_transport,JPN-ROE,0.0,0.0,0.0,0.0,0.0,0.0
1550,Steel_transport,JPN-ROW,0.0,0.0,0.0,0.0,0.0,0.0
1551,Steel_transport,JPN-USA,0.0,0.0,0.0,0.0,0.0,0.0
1552,Steel_transport,KOR-AUS,0.0,0.0,0.0,0.0,0.0,0.0
1553,Steel_transport,KOR-AUT,0.0,0.0,0.0,0.0,0.0,0.0
1554,Steel_transport,KOR-BRA,0.0,0.0,0.0,0.0,0.0,0.0
1555,Steel_transport,KOR-CHN,0.0,0.0,0.0,0.0,0.0,0.0
1556,Steel_transport,KOR-CZE,0.0,0.0,0.0,0.0,0.0,0.0
1557,Steel_transport,KOR-DEU,0.0,0.0,0.0,0.0,0.0,0.0
1558,Steel_transport,KOR-ITA,0.0,0.0,0.0,0.0,0.0,0.0
1559,Steel_transport,KOR-JPN,0.0,0.0,0.0,0.0,0.0,0.0
1560,Steel_transport,KOR-ROE,0.0,0.0,0.0,0.0,0.0,0.0
1561,Steel_transport,KOR-ROW,0.0,0.0,0.0,0.0,0.0,0.0
1562,Steel_transport,KOR-USA,0.0,0.0,0.0,0.0,0.0,0.0
1563,Steel_transport,ROE-AUS,0.0,0.0,0.0,0.0,0.0,0.0
1564,Steel_transport,ROE-AUT,0.0,0.0,0.0,0.0,0.0,0.0
1565,Steel_transport,ROE-BRA,0.0,0.0,0.0,0.0,0.0,0.0
1566,Steel_transport,ROE-CHN,0.0,0.0,0.0,0.0,0.0,0.0
1567,Steel_transport,ROE-CZE,0.0,0.0,0.0,0.0,0.0,0.0
1568,Steel_transport,ROE-DEU,0.0,0.0,0.0,0.0,0.0,0.0
1569,Steel_transport,ROE-ITA,0.0,0.0,0.0,0.0,0.0,0.0
1570,Steel_transport,ROE-JPN,0.0,0.0,0.0,0.0,0.0,0.0
1571,Steel_transport,ROE-KOR,0.0,0.0,0.0,0.0,0.0,0.0
1572,Steel_transport,ROE-ROW,0.0,0.0,0.0,0.0,0.0,0.0
1573,Steel_transport,ROE-USA,0.0,0.0,0.0,0.0,0.0,0.0
1574,Steel_transport,ROW-AUS,0.0,0.0,0.0,0.0,0.0,0.0
1575,Steel_transport,ROW-AUT,0.0,0.0,0.0,0.0,0.0,0.0
1576,Steel_transport,ROW-BRA,0.0,0.0,0.0,0.0,0.0,0.0
1577,Steel_transport,ROW-CHN,0.0,0.0,0.0,0.0,0.0,0.0
1578,Steel_transport,ROW-CZE,0.0,0.0,0.0,0.0,0.0,0.0
1579,Steel_transport,ROW-DEU,0.0,0.0,0.0,0.0,0.0,0.0
1580,Steel_transport,ROW-ITA,0.0,0.0,0.0,0.0,0.0,0.0
1581,Steel_transport,ROW-JPN,0.0,0.0,0.0,0.0,0.0,0.0
1582,Steel_transport,ROW-KOR,0.0,0.0,0.0,0.0,0.0,0.0
1583,Steel_transport,ROW-ROE,0.0,0.0,0.0,0.0,0.0,0.0
1584,Steel_transport,ROW-USA,0.0,0.0,0.0,0.0,0.0,0.0
1585,Steel_transport,USA-AUS,0.0,0.0,0.0,0.0,0.0,0.0
1586,Steel_transport,USA-AUT,0.0,0.0,0.0,0.0,0.0,0.0
1587,Steel_transport,USA-BRA,0.0,0.0,0.0,0.0,0.0,0.0
1588,Steel_transport,USA-CHN,0.0,0.0,0.0,0.0,0.0,0.0
1589,Steel_transport,USA-CZE,0.0,0.0,0.0,0.0,0.0,0.0
1590,Steel_transport,USA-DEU,0.0,0.0,0.0,0.0,0.0,0.0
1591,Steel_transport,USA-ITA,0.0,0.0,0.0,0.0,0.0,0.0
1592,Steel_transport,USA-JPN,0.0,0.0,0.0,0.0,0.0,0.0
1593,Steel_transport,USA-KOR,0.0,0.0,0.0,0.0,0.0,0.0
1594,Steel_transport,USA-ROE,0.0,0.0,0.0,0.0,0.0,0.0
1595,Steel_transport,USA-ROW,0.0,0.0,0.0,0.0,0.0,0.0
1596,Aluminium_storage,AUS,0.0,0.0,0.0,0.0,0.0,0.0
1597,Aluminium_storage,AUT,0.0,0.0,0.0,0.0,0.0,0.0
1598,Aluminium_storage,BRA,0.0,0.0,0.0,0.0,0.0,0.0
1599,Aluminium_storage,CHN,0.0,0.0,0.0,0.0,0.0,0.0
1600,Aluminium_storage,CZE,0.0,0.0,0.0,0.0,0.0,0.0
1601,Aluminium_storage,DEU,0.0,0.0,0.0,0.0,0.0,0.0
1602,Aluminium_storage,ITA,0.0,0.0,0.0,0.0,0.0,0.0
1603,Aluminium_storage,JPN,0.0,0.0,0.0,0.0,0.0,0.0
1604,Aluminium_storage,KOR,0.0,0.0,0.0,0.0,0.0,0.0
1605,Aluminium_storage,ROE,0.0,0.0,0.0,0.0,0.0,0.0
1606,Aluminium_storage,ROW,0.0,0.0,0.0,0.0,0.0,0.0
1607,Aluminium_storage,USA,0.0,0.0,0.0,0.0,0.0,0.0
1608,Bauxite_storage,AUS,0.0,0.0,0.0,0.0,0.0,0.0
1609,Bauxite_storage,AUT,0.0,0.0,0.0,0.0,0.0,0.0
1610,Bauxite_storage,BRA,0.0,0.0,0.0,0.0,0.0,0.0
1611,Bauxite_storage,CHN,0.0,0.0,0.0,0.0,0.0,0.0
1612,Bauxite_storage,CZE,0.0,0.0,0.0,0.0,0.0,0.0
1613,Bauxite_storage,DEU,0.0,0.0,0.0,0.0,0.0,0.0
1614,Bauxite_storage,ITA,0.0,0.0,0.0,0.0,0.0,0.0
1615,Bauxite_storage,JPN,0.0,0.0,0.0,0.0,0.0,0.0
1616,Bauxite_storage,KOR,0.0,0.0,0.0,0.0,0.0,0.0
1617,Bauxite_storage,ROE,0.0,0.0,0.0,0.0,0.0,0.0
1618,Bauxite_storage,ROW,0.0,0.0,0.0,0.0,0.0,0.0
1619,Bauxite_storage,USA,0.0,0.0,0.0,0.0,0.0,0.0
1620,Compressor_storage,AUS,0.0,0.0,0.0,0.0,0.0,0.0
1621,Compressor_storage,AUT,0.0,0.0,0.0,0.0,0.0,0.0
1622,Compressor_storage,BRA,0.0,0.0,0.0,0.0,0.0,0.0
1623,Compressor_storage,CHN,0.0,0.0,0.0,0.0,0.0,0.0
1624,Compressor_storage,CZE,0.0,0.0,0.0,0.0,0.0,0.0
1625,Compressor_storage,DEU,0.0,0.0,0.0,0.0,0.0,0.0
1626,Compressor_storage,ITA,0.0,0.0,0.0,0.0,0.0,0.0
1627,Compressor_storage,JPN,0.0,0.0,0.0,0.0,0.0,0.0
1628,Compressor_storage,KOR,0.0,0.0,0.0,0.0,0.0,0.0
1629,Compressor_storage,ROE,0.0,0.0,0.0,0.0,0.0,0.0
1630,Compressor_storage,ROW,0.0,0.0,0.0,0.0,0.0,0.0
1631,Compressor_storage,USA,0.0,0.0,0.0,0.0,0.0,0.0
1632,Copper_storage,AUS,0.0,0.0,0.0,0.0,0.0,0.0
1633,Copper_storage,AUT,0.0,0.0,0.0,0.0,0.0,0.0
1634,Copper_storage,BRA,0.0,0.0,0.0,0.0,0.0,0.0
1635,Copper_storage,CHN,0.0,0.0,0.0,0.0,0.0,0.0
1636,Copper_storage,CZE,0.0,0.0,0.0,0.0,0.0,0.0
1637,Copper_storage,DEU,0.0,0.0,0.0,0.0,0.0,0.0
1638,Copper_storage,ITA,0.0,0.0,0.0,0.0,0.0,0.0
1639,Copper_storage,JPN,0.0,0.0,0.0,0.0,0.0,0.0
1640,Copper_storage,KOR,0.0,0.0,0.0,0.0,0.0,0.0
1641,Copper_storage,ROE,0.0,0.0,0.0,0.0,0.0,0.0
1642,Copper_storage,ROW,0.0,0.0,0.0,0.0,0.0,0.0
1643,Copper_storage,USA,0.0,0.0,0.0,0.0,0.0,0.0
1644,HEX_storage,AUS,0.0,0.0,0.0,0.0,0.0,0.0
1645,HEX_storage,AUT,0.0,0.0,0.0,0.0,0.0,0.0
1646,HEX_storage,BRA,0.0,0.0,0.0,0.0,0.0,0.0
1647,HEX_storage,CHN,0.0,0.0,0.0,0.0,0.0,0.0
1648,HEX_storage,CZE,0.0,0.0,0.0,0.0,0.0,0.0
1649,HEX_storage,DEU,0.0,0.0,0.0,0.0,0.0,0.0
1650,HEX_storage,ITA,0.0,0.0,0.0,0.0,0.0,0.0
1651,HEX_storage,JPN,0.0,0.0,0.0,0.0,0.0,0.0
1652,HEX_storage,KOR,0.0,0.0,0.0,0.0,0.0,0.0
1653,HEX_storage,ROE,0.0,0.0,0.0,0.0,0.0,0.0
1654,HEX_storage,ROW,0.0,0.0,0.0,0.0,0.0,0.0
1655,HEX_storage,USA,0.0,0.0,0.0,0.0,0.0,0.0
1656,HP_storage,AUS,0.0,0.0,0.0,0.0,0.0,0.0
1657,HP_storage,AUT,0.0,0.0,0.0,0.0,0.0,0.0
1658,HP_storage,BRA,0.0,0.0,0.0,0.0,0.0,0.0
1659,HP_storage,CHN,0.0,0.0,0.0,0.0,0.0,0.0
1660,HP_storage,CZE,0.0,0.0,0.0,0.0,0.0,0.0
1661,HP_storage,DEU,0.0,0.0,0.0,0.0,0.0,0.0
1662,HP_storage,ITA,0.0,0.0,0.0,0.0,0.0,0.0
1663,HP_storage,JPN,0.0,0.0,0.0,0.0,0.0,0.0
1664,HP_storage,KOR,0.0,0.0,0.0,0.0,0.0,0.0
1665,HP_storage,ROE,0.0,0.0,0.0,0.0,0.0,0.0
1666,HP_storage,ROW,0.0,0.0,0.0,0.0,0.0,0.0
1667,HP_storage,USA,0.0,0.0,0.0,0.0,0.0,0.0
1668,Iron_storage,AUS,0.0,0.0,0.0,0.0,0.0,0.0
1669,Iron_storage,AUT,0.0,0.0,0.0,0.0,0.0,0.0
1670,Iron_storage,BRA,0.0,0.0,0.0,0.0,0.0,0.0
1671,Iron_storage,CHN,0.0,0.0,0.0,0.0,0.0,0.0
1672,Iron_storage,CZE,0.0,0.0,0.0,0.0,0.0,0.0
1673,Iron_storage,DEU,0.0,0.0,0.0,0.0,0.0,0.0
1674,Iron_storage,ITA,0.0,0.0,0.0,0.0,0.0,0.0
1675,Iron_storage,JPN,0.0,0.0,0.0,0.0,0.0,0.0
1676,Iron_storage,KOR,0.0,0.0,0.0,0.0,0.0,0.0
1677,Iron_storage,ROE,0.0,0.0,0.0,0.0,0.0,0.0
1678,Iron_storage,ROW,0.0,0.0,0.0,0.0,0.0,0.0
1679,Iron_storage,USA,0.0,0.0,0.0,0.0,0.0,0.0
1680,Nickel_storage,AUS,0.0,0.0,0.0,0.0,0.0,0.0
1681,Nickel_storage,AUT,0.0,0.0,0.0,0.0,0.0,0.0
1682,Nickel_storage,BRA,0.0,0.0,0.0,0.0,0.0,0.0
1683,Nickel_storage,CHN,0.0,0.0,0.0,0.0,0.0,0.0
1684,Nickel_storage,CZE,0.0,0.0,0.0,0.0,0.0,0.0
1685,Nickel_storage,DEU,0.0,0.0,0.0,0.0,0.0,0.0
1686,Nickel_storage,ITA,0.0,0.0,0.0,0.0,0.0,0.0
1687,Nickel_storage,JPN,0.0,0.0,0.0,0.0,0.0,0.0
1688,Nickel_storage,KOR,0.0,0.0,0.0,0.0,0.0,0.0
1689,Nickel_storage,ROE,0.0,0.0,0.0,0.0,0.0,0.0
1690,Nickel_storage,ROW,0.0,0.0,0.0,0.0,0.0,0.0
1691,Nickel_storage,USA,0.0,0.0,0.0,0.0,0.0,0.0
1692,Steel_storage,AUS,0.0,0.0,0.0,0.0,0.0,0.0
1693,Steel_storage,AUT,0.0,0.0,0.0,0.0,0.0,0.0
1694,Steel_storage,BRA,0.0,0.0,0.0,0.0,0.0,0.0
1695,Steel_storage,CHN,0.0,0.0,0.0,0.0,0.0,0.0
1696,Steel_storage,CZE,0.0,0.0,0.0,0.0,0.0,0.0
1697,Steel_storage,DEU,0.0,0.0,0.0,0.0,0.0,0.0
1698,Steel_storage,ITA,0.0,0.0,0.0,0.0,0.0,0.0
1699,Steel_storage,JPN,0.0,0.0,0.0,0.0,0.0,0.0
1700,Steel_storage,KOR,0.0,0.0,0.0,0.0,0.0,0.0
1701,Steel_storage,ROE,0.0,0.0,0.0,0.0,0.0,0.0
1702,Steel_storage,ROW,0.0,0.0,0.0,0.0,0.0,0.0
1703,Steel_storage,USA,0.0,0.0,0.0,0.0,0.0,0.0
