,technology,node,time_storage_level,value_scenario_,value_scenario_DemandMet,value_scenario_FastDiffusion,value_scenario_Recycling,value_scenario_SelfSuff40,value_scenario_Tariffs
289,Bauxite_storage,KOR,9,0.0,0.0,0.0,0.0,0.0,0.0
290,Bauxite_storage,KOR,10,0.0,0.0,0.0,0.0,0.0,0.0
291,Bauxite_storage,KOR,11,0.0,0.0,0.0,0.0,0.0,0.0
292,Bauxite_storage,KOR,12,0.0,0.0,0.0,0.0,0.0,0.0
293,Bauxite_storage,KOR,13,0.0,0.0,0.0,0.0,0.0,0.0
294,Bauxite_storage,ROE,0,0.0,0.0,0.0,0.0,0.0,0.0
295,Bauxite_storage,ROE,1,0.0,0.0,0.0,0.0,0.0,0.0
296,Bauxite_storage,ROE,2,0.0,0.0,0.0,0.0,0.0,0.0
297,Bauxite_storage,ROE,3,0.0,0.0,0.0,0.0,0.0,0.0
298,Bauxite_storage,ROE,4,0.0,0.0,0.0,0.0,0.0,0.0
299,Bauxite_storage,ROE,5,0.0,0.0,0.0,0.0,0.0,0.0
300,Bauxite_storage,ROE,6,0.0,0.0,0.0,0.0,0.0,0.0
301,Bauxite_storage,ROE,7,0.0,0.0,0.0,0.0,0.0,0.0
302,Bauxite_storage,ROE,8,0.0,0.0,0.0,0.0,0.0,0.0
303,Bauxite_storage,ROE,9,0.0,0.0,0.0,0.0,0.0,0.0
304,Bauxite_storage,ROE,10,0.0,0.0,0.0,0.0,0.0,0.0
305,Bauxite_storage,ROE,11,0.0,0.0,0.0,0.0,0.0,0.0
306,Bauxite_storage,ROE,12,0.0,0.0,0.0,0.0,0.0,0.0
307,Bauxite_storage,ROE,13,0.0,0.0,0.0,0.0,0.0,0.0
308,Bauxite_storage,ROW,0,0.0,0.0,0.0,0.0,0.0,0.0
309,Bauxite_storage,ROW,1,0.0,0.0,0.0,0.0,0.0,0.0
310,Bauxite_storage,ROW,2,0.0,0.0,0.0,0.0,0.0,0.0
311,Bauxite_storage,ROW,3,0.0,0.0,0.0,0.0,0.0,0.0
312,Bauxite_storage,ROW,4,0.0,0.0,0.0,0.0,0.0,0.0
313,Bauxite_storage,ROW,5,0.0,0.0,0.0,0.0,0.0,0.0
314,Bauxite_storage,ROW,6,0.0,0.0,0.0,0.0,0.0,0.0
315,Bauxite_storage,ROW,7,0.0,0.0,0.0,0.0,0.0,0.0
316,Bauxite_storage,ROW,8,0.0,0.0,0.0,0.0,0.0,0.0
317,Bauxite_storage,ROW,9,0.0,0.0,0.0,0.0,0.0,0.0
318,Bauxite_storage,ROW,10,0.0,0.0,0.0,0.0,0.0,0.0
319,Bauxite_storage,ROW,11,0.0,0.0,0.0,0.0,0.0,0.0
320,Bauxite_storage,ROW,12,0.0,0.0,0.0,0.0,0.0,0.0
321,Bauxite_storage,ROW,13,0.0,0.0,0.0,0.0,0.0,0.0
322,Bauxite_storage,USA,0,0.0,0.0,0.0,0.0,0.0,0.0
323,Bauxite_storage,USA,1,0.0,0.0,0.0,0.0,0.0,0.0
324,Bauxite_storage,USA,2,0.0,0.0,0.0,0.0,0.0,0.0
325,Bauxite_storage,USA,3,0.0,0.0,0.0,0.0,0.0,0.0
326,Bauxite_storage,USA,4,0.0,0.0,0.0,0.0,0.0,0.0
327,Bauxite_storage,USA,5,0.0,0.0,0.0,0.0,0.0,0.0
328,Bauxite_storage,USA,6,0.0,0.0,0.0,0.0,0.0,0.0
329,Bauxite_storage,USA,7,0.0,0.0,0.0,0.0,0.0,0.0
330,Bauxite_storage,USA,8,0.0,0.0,0.0,0.0,0.0,0.0
331,Bauxite_storage,USA,9,0.0,0.0,0.0,0.0,0.0,0.0
332,Bauxite_storage,USA,10,0.0,0.0,0.0,0.0,0.0,0.0
333,Bauxite_storage,USA,11,0.0,0.0,0.0,0.0,0.0,0.0
334,Bauxite_storage,USA,12,0.0,0.0,0.0,0.0,0.0,0.0
335,Bauxite_storage,USA,13,0.0,0.0,0.0,0.0,0.0,0.0
336,Compressor_storage,AUS,0,0.0,0.0,0.0,0.0,0.0,0.0
337,Compressor_storage,AUS,1,0.0,0.0,0.0,0.0,0.0,0.0
338,Compressor_storage,AUS,2,0.0,0.0,0.0,0.0,0.0,0.0
339,Compressor_storage,AUS,3,0.0,0.0,0.0,0.0,0.0,0.0
340,Compressor_storage,AUS,4,0.0,0.0,0.0,0.0,0.0,0.0
341,Compressor_storage,AUS,5,0.0,0.0,0.0,0.0,0.0,0.0
342,Compressor_storage,AUS,6,0.0,0.0,0.0,0.0,0.0,0.0
343,Compressor_storage,AUS,7,0.0,0.0,0.0,0.0,0.0,0.0
344,Compressor_storage,AUS,8,0.0,0.0,0.0,0.0,0.0,0.0
345,Compressor_storage,AUS,9,0.0,0.0,0.0,0.0,0.0,0.0
346,Compressor_storage,AUS,10,0.0,0.0,0.0,0.0,0.0,0.0
347,Compressor_storage,AUS,11,0.0,0.0,0.0,0.0,0.0,0.0
348,Compressor_storage,AUS,12,0.0,0.0,0.0,0.0,0.0,0.0
349,Compressor_storage,AUS,13,0.0,0.0,0.0,0.0,0.0,0.0
350,Compressor_storage,AUT,0,0.0,0.0,0.0,0.0,0.0,0.0
351,Compressor_storage,AUT,1,0.0,0.0,0.0,0.0,0.0,0.0
352,Compressor_storage,AUT,2,0.0,0.0,0.0,0.0,0.0,0.0
353,Compressor_storage,AUT,3,0.0,0.0,0.0,0.0,0.0,0.0
354,Compressor_storage,AUT,4,0.0,0.0,0.0,0.0,0.0,0.0
355,Compressor_storage,AUT,5,0.0,0.0,0.0,0.0,0.0,0.0
356,Compressor_storage,AUT,6,0.0,0.0,0.0,0.0,0.0,0.0
357,Compressor_storage,AUT,7,0.0,0.0,0.0,0.0,0.0,0.0
358,Compressor_storage,AUT,8,0.0,0.0,0.0,0.0,0.0,0.0
359,Compressor_storage,AUT,9,0.0,0.0,0.0,0.0,0.0,0.0
360,Compressor_storage,AUT,10,0.0,0.0,0.0,0.0,0.0,0.0
361,Compressor_storage,AUT,11,0.0,0.0,0.0,0.0,0.0,0.0
362,Compressor_storage,AUT,12,0.0,0.0,0.0,0.0,0.0,0.0
363,Compressor_storage,AUT,13,0.0,0.0,0.0,0.0,0.0,0.0
364,Compressor_storage,BRA,0,0.0,0.0,0.0,0.0,0.0,0.0
365,Compressor_storage,BRA,1,0.0,0.0,0.0,0.0,0.0,0.0
366,Compressor_storage,BRA,2,0.0,0.0,0.0,0.0,0.0,0.0
367,Compressor_storage,BRA,3,0.0,0.0,0.0,0.0,0.0,0.0
368,Compressor_storage,BRA,4,0.0,0.0,0.0,0.0,0.0,0.0
369,Compressor_storage,BRA,5,0.0,0.0,0.0,0.0,0.0,0.0
370,Compressor_storage,BRA,6,0.0,0.0,0.0,0.0,0.0,0.0
371,Compressor_storage,BRA,7,0.0,0.0,0.0,0.0,0.0,0.0
372,Compressor_storage,BRA,8,0.0,0.0,0.0,0.0,0.0,0.0
373,Compressor_storage,BRA,9,0.0,0.0,0.0,0.0,0.0,0.0
374,Compressor_storage,BRA,10,0.0,0.0,0.0,0.0,0.0,0.0
375,Compressor_storage,BRA,11,0.0,0.0,0.0,0.0,0.0,0.0
376,Compressor_storage,BRA,12,0.0,0.0,0.0,0.0,0.0,0.0
377,Compressor_storage,BRA,13,0.0,0.0,0.0,0.0,0.0,0.0
378,Compressor_storage,CHN,0,0.0,0.0,0.0,0.0,0.0,0.0
379,Compressor_storage,CHN,1,0.0,0.0,0.0,0.0,0.0,0.0
380,Compressor_storage,CHN,2,0.0,0.0,0.0,0.0,0.0,0.0
381,Compressor_storage,CHN,3,0.0,0.0,0.0,0.0,0.0,0.0
382,Compressor_storage,CHN,4,0.0,0.0,0.0,0.0,0.0,0.0
383,Compressor_storage,CHN,5,0.0,0.0,0.0,0.0,0.0,0.0
384,Compressor_storage,CHN,6,0.0,0.0,0.0,0.0,0.0,0.0
385,Compressor_storage,CHN,7,0.0,0.0,0.0,0.0,0.0,0.0
386,Compressor_storage,CHN,8,0.0,0.0,0.0,0.0,0.0,0.0
387,Compressor_storage,CHN,9,0.0,0.0,0.0,0.0,0.0,0.0
388,Compressor_storage,CHN,10,0.0,0.0,0.0,0.0,0.0,0.0
389,Compressor_storage,CHN,11,0.0,0.0,0.0,0.0,0.0,0.0
390,Compressor_storage,CHN,12,0.0,0.0,0.0,0.0,0.0,0.0
391,Compressor_storage,CHN,13,0.0,0.0,0.0,0.0,0.0,0.0
392,Compressor_storage,CZE,0,0.0,0.0,0.0,0.0,0.0,0.0
393,Compressor_storage,CZE,1,0.0,0.0,0.0,0.0,0.0,0.0
394,Compressor_storage,CZE,2,0.0,0.0,0.0,0.0,0.0,0.0
395,Compressor_storage,CZE,3,0.0,0.0,0.0,0.0,0.0,0.0
396,Compressor_storage,CZE,4,0.0,0.0,0.0,0.0,0.0,0.0
397,Compressor_storage,CZE,5,0.0,0.0,0.0,0.0,0.0,0.0
398,Compressor_storage,CZE,6,0.0,0.0,0.0,0.0,0.0,0.0
399,Compressor_storage,CZE,7,0.0,0.0,0.0,0.0,0.0,0.0
400,Compressor_storage,CZE,8,0.0,0.0,0.0,0.0,0.0,0.0
401,Compressor_storage,CZE,9,0.0,0.0,0.0,0.0,0.0,0.0
402,Compressor_storage,CZE,10,0.0,0.0,0.0,0.0,0.0,0.0
403,Compressor_storage,CZE,11,0.0,0.0,0.0,0.0,0.0,0.0
404,Compressor_storage,CZE,12,0.0,0.0,0.0,0.0,0.0,0.0
405,Compressor_storage,CZE,13,0.0,0.0,0.0,0.0,0.0,0.0
406,Compressor_storage,DEU,0,0.0,0.0,0.0,0.0,0.0,0.0
407,Compressor_storage,DEU,1,0.0,0.0,0.0,0.0,0.0,0.0
408,Compressor_storage,DEU,2,0.0,0.0,0.0,0.0,0.0,0.0
409,Compressor_storage,DEU,3,0.0,0.0,0.0,0.0,0.0,0.0
410,Compressor_storage,DEU,4,0.0,0.0,0.0,0.0,0.0,0.0
411,Compressor_storage,DEU,5,0.0,0.0,0.0,0.0,0.0,0.0
412,Compressor_storage,DEU,6,0.0,0.0,0.0,0.0,0.0,0.0
413,Compressor_storage,DEU,7,0.0,0.0,0.0,0.0,0.0,0.0
414,Compressor_storage,DEU,8,0.0,0.0,0.0,0.0,0.0,0.0
415,Compressor_storage,DEU,9,0.0,0.0,0.0,0.0,0.0,0.0
416,Compressor_storage,DEU,10,0.0,0.0,0.0,0.0,0.0,0.0
417,Compressor_storage,DEU,11,0.0,0.0,0.0,0.0,0.0,0.0
418,Compressor_storage,DEU,12,0.0,0.0,0.0,0.0,0.0,0.0
419,Compressor_storage,DEU,13,0.0,0.0,0.0,0.0,0.0,0.0
420,Compressor_storage,ITA,0,0.0,0.0,0.0,0.0,0.0,0.0
421,Compressor_storage,ITA,1,0.0,0.0,0.0,0.0,0.0,0.0
422,Compressor_storage,ITA,2,0.0,0.0,0.0,0.0,0.0,0.0
423,Compressor_storage,ITA,3,0.0,0.0,0.0,0.0,0.0,0.0
424,Compressor_storage,ITA,4,0.0,0.0,0.0,0.0,0.0,0.0
425,Compressor_storage,ITA,5,0.0,0.0,0.0,0.0,0.0,0.0
426,Compressor_storage,ITA,6,0.0,0.0,0.0,0.0,0.0,0.0
427,Compressor_storage,ITA,7,0.0,0.0,0.0,0.0,0.0,0.0
428,Compressor_storage,ITA,8,0.0,0.0,0.0,0.0,0.0,0.0
429,Compressor_storage,ITA,9,0.0,0.0,0.0,0.0,0.0,0.0
430,Compressor_storage,ITA,10,0.0,0.0,0.0,0.0,0.0,0.0
431,Compressor_storage,ITA,11,0.0,0.0,0.0,0.0,0.0,0.0
432,Compressor_storage,ITA,12,0.0,0.0,0.0,0.0,0.0,0.0
433,Compressor_storage,ITA,13,0.0,0.0,0.0,0.0,0.0,0.0
434,Compressor_storage,JPN,0,0.0,0.0,0.0,0.0,0.0,0.0
435,Compressor_storage,JPN,1,0.0,0.0,0.0,0.0,0.0,0.0
436,Compressor_storage,JPN,2,0.0,0.0,0.0,0.0,0.0,0.0
437,Compressor_storage,JPN,3,0.0,0.0,0.0,0.0,0.0,0.0
438,Compressor_storage,JPN,4,0.0,0.0,0.0,0.0,0.0,0.0
439,Compressor_storage,JPN,5,0.0,0.0,0.0,0.0,0.0,0.0
440,Compressor_storage,JPN,6,0.0,0.0,0.0,0.0,0.0,0.0
441,Compressor_storage,JPN,7,0.0,0.0,0.0,0.0,0.0,0.0
442,Compressor_storage,JPN,8,0.0,0.0,0.0,0.0,0.0,0.0
443,Compressor_storage,JPN,9,0.0,0.0,0.0,0.0,0.0,0.0
444,Compressor_storage,JPN,10,0.0,0.0,0.0,0.0,0.0,0.0
445,Compressor_storage,JPN,11,0.0,0.0,0.0,0.0,0.0,0.0
446,Compressor_storage,JPN,12,0.0,0.0,0.0,0.0,0.0,0.0
447,Compressor_storage,JPN,13,0.0,0.0,0.0,0.0,0.0,0.0
448,Compressor_storage,KOR,0,0.0,0.0,0.0,0.0,0.0,0.0
449,Compressor_storage,KOR,1,0.0,0.0,0.0,0.0,0.0,0.0
450,Compressor_storage,KOR,2,0.0,0.0,0.0,0.0,0.0,0.0
451,Compressor_storage,KOR,3,0.0,0.0,0.0,0.0,0.0,0.0
452,Compressor_storage,KOR,4,0.0,0.0,0.0,0.0,0.0,0.0
453,Compressor_storage,KOR,5,0.0,0.0,0.0,0.0,0.0,0.0
454,Compressor_storage,KOR,6,0.0,0.0,0.0,0.0,0.0,0.0
455,Compressor_storage,KOR,7,0.0,0.0,0.0,0.0,0.0,0.0
456,Compressor_storage,KOR,8,0.0,0.0,0.0,0.0,0.0,0.0
457,Compressor_storage,KOR,9,0.0,0.0,0.0,0.0,0.0,0.0
458,Compressor_storage,KOR,10,0.0,0.0,0.0,0.0,0.0,0.0
459,Compressor_storage,KOR,11,0.0,0.0,0.0,0.0,0.0,0.0
460,Compressor_storage,KOR,12,0.0,0.0,0.0,0.0,0.0,0.0
461,Compressor_storage,KOR,13,0.0,0.0,0.0,0.0,0.0,0.0
462,Compressor_storage,ROE,0,0.0,0.0,0.0,0.0,0.0,0.0
463,Compressor_storage,ROE,1,0.0,0.0,0.0,0.0,0.0,0.0
464,Compressor_storage,ROE,2,0.0,0.0,0.0,0.0,0.0,0.0
465,Compressor_storage,ROE,3,0.0,0.0,0.0,0.0,0.0,0.0
466,Compressor_storage,ROE,4,0.0,0.0,0.0,0.0,0.0,0.0
467,Compressor_storage,ROE,5,0.0,0.0,0.0,0.0,0.0,0.0
468,Compressor_storage,ROE,6,0.0,0.0,0.0,0.0,0.0,0.0
469,Compressor_storage,ROE,7,0.0,0.0,0.0,0.0,0.0,0.0
470,Compressor_storage,ROE,8,0.0,0.0,0.0,0.0,0.0,0.0
471,Compressor_storage,ROE,9,0.0,0.0,0.0,0.0,0.0,0.0
472,Compressor_storage,ROE,10,0.0,0.0,0.0,0.0,0.0,0.0
473,Compressor_storage,ROE,11,0.0,0.0,0.0,0.0,0.0,0.0
474,Compressor_storage,ROE,12,0.0,0.0,0.0,0.0,0.0,0.0
475,Compressor_storage,ROE,13,0.0,0.0,0.0,0.0,0.0,0.0
476,Compressor_storage,ROW,0,0.0,0.0,0.0,0.0,0.0,0.0
477,Compressor_storage,ROW,1,0.0,0.0,0.0,0.0,0.0,0.0
478,Compressor_storage,ROW,2,0.0,0.0,0.0,0.0,0.0,0.0
479,Compressor_storage,ROW,3,0.0,0.0,0.0,0.0,0.0,0.0
480,Compressor_storage,ROW,4,0.0,0.0,0.0,0.0,0.0,0.0
481,Compressor_storage,ROW,5,0.0,0.0,0.0,0.0,0.0,0.0
482,Compressor_storage,ROW,6,0.0,0.0,0.0,0.0,0.0,0.0
483,Compressor_storage,ROW,7,0.0,0.0,0.0,0.0,0.0,0.0
484,Compressor_storage,ROW,8,0.0,0.0,0.0,0.0,0.0,0.0
485,Compressor_storage,ROW,9,0.0,0.0,0.0,0.0,0.0,0.0
486,Compressor_storage,ROW,10,0.0,0.0,0.0,0.0,0.0,0.0
487,Compressor_storage,ROW,11,0.0,0.0,0.0,0.0,0.0,0.0
488,Compressor_storage,ROW,12,0.0,0.0,0.0,0.0,0.0,0.0
489,Compressor_storage,ROW,13,0.0,0.0,0.0,0.0,0.0,0.0
490,Compressor_storage,USA,0,0.0,0.0,0.0,0.0,0.0,0.0
491,Compressor_storage,USA,1,0.0,0.0,0.0,0.0,0.0,0.0
492,Compressor_storage,USA,2,0.0,0.0,0.0,0.0,0.0,0.0
493,Compressor_storage,USA,3,0.0,0.0,0.0,0.0,0.0,0.0
494,Compressor_storage,USA,4,0.0,0.0,0.0,0.0,0.0,0.0
495,Compressor_storage,USA,5,0.0,0.0,0.0,0.0,0.0,0.0
496,Compressor_storage,USA,6,0.0,0.0,0.0,0.0,0.0,0.0
497,Compressor_storage,USA,7,0.0,0.0,0.0,0.0,0.0,0.0
498,Compressor_storage,USA,8,0.0,0.0,0.0,0.0,0.0,0.0
499,Compressor_storage,USA,9,0.0,0.0,0.0,0.0,0.0,0.0
500,Compressor_storage,USA,10,0.0,0.0,0.0,0.0,0.0,0.0
501,Compressor_storage,USA,11,0.0,0.0,0.0,0.0,0.0,0.0
502,Compressor_storage,USA,12,0.0,0.0,0.0,0.0,0.0,0.0
503,Compressor_storage,USA,13,0.0,0.0,0.0,0.0,0.0,0.0
504,Copper_storage,AUS,0,0.0,0.0,0.0,0.0,0.0,0.0
505,Copper_storage,AUS,1,0.0,0.0,0.0,0.0,0.0,0.0
506,Copper_storage,AUS,2,0.0,0.0,0.0,0.0,0.0,0.0
507,Copper_storage,AUS,3,0.0,0.0,0.0,0.0,0.0,0.0
508,Copper_storage,AUS,4,0.0,0.0,0.0,0.0,0.0,0.0
509,Copper_storage,AUS,5,0.0,0.0,0.0,0.0,0.0,0.0
510,Copper_storage,AUS,6,0.0,0.0,0.0,0.0,0.0,0.0
511,Copper_storage,AUS,7,0.0,0.0,0.0,0.0,0.0,0.0
512,Copper_storage,AUS,8,0.0,0.0,0.0,0.0,0.0,0.0
513,Copper_storage,AUS,9,0.0,0.0,0.0,0.0,0.0,0.0
514,Copper_storage,AUS,10,0.0,0.0,0.0,0.0,0.0,0.0
515,Copper_storage,AUS,11,0.0,0.0,0.0,0.0,0.0,0.0
516,Copper_storage,AUS,12,0.0,0.0,0.0,0.0,0.0,0.0
517,Copper_storage,AUS,13,0.0,0.0,0.0,0.0,0.0,0.0
518,Copper_storage,AUT,0,0.0,0.0,0.0,0.0,0.0,0.0
519,Copper_storage,AUT,1,0.0,0.0,0.0,0.0,0.0,0.0
520,Copper_storage,AUT,2,0.0,0.0,0.0,0.0,0.0,0.0
521,Copper_storage,AUT,3,0.0,0.0,0.0,0.0,0.0,0.0
522,Copper_storage,AUT,4,0.0,0.0,0.0,0.0,0.0,0.0
523,Copper_storage,AUT,5,0.0,0.0,0.0,0.0,0.0,0.0
524,Copper_storage,AUT,6,0.0,0.0,0.0,0.0,0.0,0.0
525,Copper_storage,AUT,7,0.0,0.0,0.0,0.0,0.0,0.0
526,Copper_storage,AUT,8,0.0,0.0,0.0,0.0,0.0,0.0
527,Copper_storage,AUT,9,0.0,0.0,0.0,0.0,0.0,0.0
528,Copper_storage,AUT,10,0.0,0.0,0.0,0.0,0.0,0.0
529,Copper_storage,AUT,11,0.0,0.0,0.0,0.0,0.0,0.0
530,Copper_storage,AUT,12,0.0,0.0,0.0,0.0,0.0,0.0
531,Copper_storage,AUT,13,0.0,0.0,0.0,0.0,0.0,0.0
532,Copper_storage,BRA,0,0.0,0.0,0.0,0.0,0.0,0.0
533,Copper_storage,BRA,1,0.0,0.0,0.0,0.0,0.0,0.0
534,Copper_storage,BRA,2,0.0,0.0,0.0,0.0,0.0,0.0
535,Copper_storage,BRA,3,0.0,0.0,0.0,0.0,0.0,0.0
536,Copper_storage,BRA,4,0.0,0.0,0.0,0.0,0.0,0.0
537,Copper_storage,BRA,5,0.0,0.0,0.0,0.0,0.0,0.0
538,Copper_storage,BRA,6,0.0,0.0,0.0,0.0,0.0,0.0
539,Copper_storage,BRA,7,0.0,0.0,0.0,0.0,0.0,0.0
540,Copper_storage,BRA,8,0.0,0.0,0.0,0.0,0.0,0.0
541,Copper_storage,BRA,9,0.0,0.0,0.0,0.0,0.0,0.0
542,Copper_storage,BRA,10,0.0,0.0,0.0,0.0,0.0,0.0
543,Copper_storage,BRA,11,0.0,0.0,0.0,0.0,0.0,0.0
544,Copper_storage,BRA,12,0.0,0.0,0.0,0.0,0.0,0.0
545,Copper_storage,BRA,13,0.0,0.0,0.0,0.0,0.0,0.0
546,Copper_storage,CHN,0,0.0,0.0,0.0,0.0,0.0,0.0
547,Copper_storage,CHN,1,0.0,0.0,0.0,0.0,0.0,0.0
548,Copper_storage,CHN,2,0.0,0.0,0.0,0.0,0.0,0.0
549,Copper_storage,CHN,3,0.0,0.0,0.0,0.0,0.0,0.0
550,Copper_storage,CHN,4,0.0,0.0,0.0,0.0,0.0,0.0
551,Copper_storage,CHN,5,0.0,0.0,0.0,0.0,0.0,0.0
552,Copper_storage,CHN,6,0.0,0.0,0.0,0.0,0.0,0.0
553,Copper_storage,CHN,7,0.0,0.0,0.0,0.0,0.0,0.0
554,Copper_storage,CHN,8,0.0,0.0,0.0,0.0,0.0,0.0
555,Copper_storage,CHN,9,0.0,0.0,0.0,0.0,0.0,0.0
556,Copper_storage,CHN,10,0.0,0.0,0.0,0.0,0.0,0.0
557,Copper_storage,CHN,11,0.0,0.0,0.0,0.0,0.0,0.0
558,Copper_storage,CHN,12,0.0,0.0,0.0,0.0,0.0,0.0
559,Copper_storage,CHN,13,0.0,0.0,0.0,0.0,0.0,0.0
560,Copper_storage,CZE,0,0.0,0.0,0.0,0.0,0.0,0.0
561,Copper_storage,CZE,1,0.0,0.0,0.0,0.0,0.0,0.0
562,Copper_storage,CZE,2,0.0,0.0,0.0,0.0,0.0,0.0
563,Copper_storage,CZE,3,0.0,0.0,0.0,0.0,0.0,0.0
564,Copper_storage,CZE,4,0.0,0.0,0.0,0.0,0.0,0.0
565,Copper_storage,CZE,5,0.0,0.0,0.0,0.0,0.0,0.0
566,Copper_storage,CZE,6,0.0,0.0,0.0,0.0,0.0,0.0
567,Copper_storage,CZE,7,0.0,0.0,0.0,0.0,0.0,0.0
568,Copper_storage,CZE,8,0.0,0.0,0.0,0.0,0.0,0.0
569,Copper_storage,CZE,9,0.0,0.0,0.0,0.0,0.0,0.0
570,Copper_storage,CZE,10,0.0,0.0,0.0,0.0,0.0,0.0
571,Copper_storage,CZE,11,0.0,0.0,0.0,0.0,0.0,0.0
572,Copper_storage,CZE,12,0.0,0.0,0.0,0.0,0.0,0.0
573,Copper_storage,CZE,13,0.0,0.0,0.0,0.0,0.0,0.0
574,Copper_storage,DEU,0,0.0,0.0,0.0,0.0,0.0,0.0
575,Copper_storage,DEU,1,0.0,0.0,0.0,0.0,0.0,0.0
576,Copper_storage,DEU,2,0.0,0.0,0.0,0.0,0.0,0.0
